ismainentityoldpayeebankind,ki_activitywithsimilaramounts_offlineretail_externalinternationaltransfer_v2,ki_firsttransactionbymainentity_offlineretail_externalinternationaltransfer_v1,ki_unusualnoemailnotification_offlineretail_externalinternationaltransfer_v1,ki_suspiciousamountunttlamt_offlineretail_externalinternationaltransfer_v2,ki_lowtotalamount_offlineretail_externalinternationaltransfer_v1,accountstatus,ki_suspiciousamountunttlamt_offlineretail_externalinternationaltransfer_v1,finding,payeeroutingtype,requestedamountnormalizedcurrency,ki_recentnamechange_offlineretail_externalinternationaltransfer_v1,ki_recentaddresschange_offlineretail_externalinternationaltransfer_v1,ki_recentemailchange_offlineretail_externalinternationaltransfer_v1,trxaccounttype,phasebmodeltrxscore,cs44,requestedamountasentered,actimizedayssinceaccounthaddebitandcreditonsameday,ki_activitywithsimilaramounts_offlineretail_externalinternationaltransfer_v1,model_offlineretail_externalinternationaltransfer_score,partycountrycd,ispayeehf
1,,85,51,,12517.64,15,,0,ABA,12517.64,,3532,1842,,-25,FWT,12517.64,775,,-25,US,1
0,,0,27,,13756.95,1,,0,ABA,13756.95,,807,793,DDA,40,FWT,13756.95,336,,40,,1
0,,0,61,,32500,1,,0,ABA,32500,3987,1065,1575,DDA,40,FWT,32500,13,,40,US,1
0,,0,67,,1650,3,,0,ABA,1650,5456,68,5393,DDA,50,FWT,1650,0,,50,,1
0,,1004,138,,40000,4,,0,SWT,40000,,491,4142,,40,FWT,40000,3,,30,US,1
0,,0,132,,10000,3,,0,ABA,10000,6130,436,3618,DDA,25,FWT,10000,,,25,US,1
0,,238,,,14000,3,,0,SWT,14000,1548,2462,1546,DDA,40,FWT,14000,,,40,US,1
1,,532,45,,17700,3,,0,ABA,17700,891,872,636,DDA,-15,FWT,17700,41,,-25,,1
1,50000,731,270,4740000,51419.05,99,51419.05,0,BIC,1419.05,4643,4642,815,DDA,-40,SWF,5179,0,1419.05,-40,US,1
0,,0,,,45000,99,,0,ABA,45000,2596,2291,2348,DDA,50,FWT,45000,4,,40,us,1
0,,0,80,,3728,15,,0,ABA,3728,5906,5923,3960,FX,50,FWT,3728,5,,40,us,1
0,52984,5,88,,72984,99,,0,SWT,52984,6262,1017,489,DDA,60,FWT,52984,1,20000,60,US,1
0,,0,,,50000,4,,0,BIC,50000,353,29,58,DDA,83,FWT,50000,,,83,US,1
0,,0,115,,300,3,,0,ABA,300,2126,2068,2063,FX,0,FWT,300,38,,0,ET,1
0,,708,152,,2000,99,,0,ABA,2000,4574,1758,3878,DDA,25,FWT,2000,3,,15,US,1
0,,0,205,,2500,99,,0,ABA,2500,2156,82,2034,DDA,10,FWT,2500,61,,10,US,1
0,,7,74,,50000,99,,0,BIC,50000,973,781,947,FX,145,FWT,50000,73,,135,US,1
0,,6,830,,7920,4,,0,SWT,7920,,3672,933,DDA,130,FWT,7920,0,,130,ET,1
0,,0,42,,15000,1,,0,SWT,15000,2403,2166,1107,DDA,110,FWT,15000,398,,110,US,1
0,,0,40,,951.2,3,,0,SWT,951.2,3730,3727,3094,DDA,63,SWF,951.2,16,,63,US,1
0,,0,,,10000,99,,0,ABA,5000,1060,246,735,DDA,10,FWT,5000,0,,10,US,1
0,,407,139,,2850,99,,0,SWT,2850,454,388,453,FX,15,FWT,2850,6,,15,US,1
1,,715,370,,256995.52,99,,0,ABA,256995.52,1460,1684,1414,DDA,75,FWT,256995.52,18,,75,us,1
0,,0,336,,18000,3,,0,ABA,6000,1068,726,479,DDA,59,FWT,6000,0,,59,CA,1
0,,2,115,,40230,3,,0,ABA,37500,,6168,2508,DDA,20,FWT,37500,0,,20,US,1
0,,39,184,,75000,15,,0,ABA,75000,6222,2107,1044,DDA,0,FWT,75000,13,,0,us,1
0,,0,276,,1156.1,4,,0,SWT,1156.1,2502,1667,2087,FX,50,SWF,1000,1,,50,us,1
0,,183,171,,3000,3,,0,ABA,3000,98,1160,97,DDA,-15,FWT,3000,141,,-15,US,1
1,,452,327,,162038.4,4,,0,ABA,162038.4,5426,7154,2567,DDA,-25,FWT,162038.4,41,,-25,US,1
1,,286,980,,200000,4,,0,ABA,200000,,2722,6655,DDA,-25,FWT,200000,1,,-25,IL,1
0,,299,243,,925000,1,,0,ABA,925000,6456,2107,1052,FX,5,FWT,925000,25,,5,,1
1,,20,,,100000,99,,0,ABA,100000,5536,77,20,DDA,25,FWT,100000,,,15,US,1
0,,1751,192,,370000.84,4,,0,SWT,370000.84,,4602,4043,DDA,35,SWF,323937,146,,35,us,1
1,,754,110,,9500,3,,0,ABA,9500,,7671,3971,DDA,-25,FWT,9500,105,,-25,US,1
0,,0,75,,3000,99,,0,ABA,3000,608,1703,607,DDA,40,FWT,3000,250,,40,US,1
1,,1011,1011,3654811.11,1.75E+07,99,1.75E+07,0,ABA,17500000,2909,2503,1307,DDA,0,FWT,17500000,3,,-10,US,1
0,,0,,,7000,4,,0,SWT,7000,281,266,279,FX,45,FWT,7000,198,,45,US,1
0,,1616,,,500000,99,,0,BIC,500000,2264,2249,2226,DDA,40,FWT,500000,874,,40,US,1
0,,0,,,43155.28,1,,0,ABA,43155.28,,8823,2111,DDA,40,FWT,43155.28,61,,40,us,1
0,,633,20,,400,15,,0,SWT,400,822,1184,654,DDA,40,FWT,400,6,,40,CA,1
0,,818,98,4044041.1,40246.57,99,40246.57,0,SWT,40246.57,4492,4385,4448,DDA,0,FWT,40246.57,44,,0,US,1
0,,0,,,12881.63,99,,0,ABA,12881.63,146,60,144,FX,80,FWT,12881.63,30,,80,IL,1
0,,675,320,3000000,616000,15,616000,0,ABA,616000,6530,1114,4023,FX,20,FWT,616000,4,,10,US,1
0,,0,147,,4895.92,4,,0,BIC,4895.92,5092,1909,,FX,20,FWT,4895.92,13,,10,US,1
1,,886,,,12000,99,,0,SWT,12000,1831,1807,828,DDA,-35,FWT,12000,,,-35,DE,1
0,,640,1269,,10002.33,1,,0,SWT,10002.33,588,3242,588,FX,40,FWT,10002.33,3,,30,US,1
0,,568,179,,4258.98,15,,0,BIC,4258.98,1251,2538,2667,FX,33,SWF,5400,21,,33,us,1
0,,1919,220,,49984.13,3,,0,ABA,49984.13,,1816,4756,DDA,5,FWT,49984.13,11,,5,US,1
0,,918,131,,5670559.3,4,,0,ABA,5670559.3,,8734,1076,DDA,50,FWT,5670559.3,57,,50,US,1
0,,0,115,,749321.13,1,,0,ABA,749321.13,5439,5360,2642,DDA,25,FWT,749321.13,1,,25,US,1
0,,512,,,82000,4,,0,ABA,82000,1545,1299,1207,DDA,20,FWT,82000,0,,10,US,1
0,,0,,,6200,1,,0,BIC,6200,,253,2482,DDA,78,FWT,6200,14,,78,us,1
0,,917,77,,73479.33,1,,0,ABA,73479.33,1887,213,1883,DDA,5,FWT,73479.33,17,,5,US,1
0,,0,716,,12500,99,,0,ABA,12500,5413,1701,,DDA,50,FWT,12500,16,,50,US,1
0,,687,303,50000,4000,3,4000,0,SWT,4000,,1718,1144,DDA,30,FWT,4000,30,,30,US,1
0,,526,123,,56726.8,15,,0,ABA,56726.8,3940,3712,3922,DDA,30,FWT,56726.8,9,,30,US,1
0,,648,,,2329.9,99,,0,ABA,2329.9,5447,1510,3980,FX,-25,FWT,2329.9,,,-25,ET,1
0,,0,14,,123052.83,15,,0,ABA,123052.83,4247,58,435,DDA,40,FWT,123052.83,86,,40,US,1
0,,560,160,,50000,99,,0,ABA,50000,3368,3203,472,DDA,40,FWT,50000,13,,30,US,1
0,,0,,,20000,1,,0,SWT,20000,3400,268,,DDA,40,FWT,20000,316,,40,US,1
0,,0,,,238323.26,99,,0,ABA,238323.26,6478,4555,5529,FX,10,FWT,238323.26,204,,10,,1
1,,137,461,,130000,3,,0,ABA,130000,2436,2045,2422,DDA,-25,FWT,130000,11,,-25,US,1
0,,0,614,,200807.01,99,,0,ABA,200807.01,5570,3823,1498,DDA,30,FWT,200807.01,0,,20,IL,1
0,,0,213,,26491.43,15,,0,ABA,26491.43,4143,3126,2731,,20,FWT,26491.43,27,,20,CA,1
1,,892,218,2063000,9000,4,9000,0,SWT,9000,,4070,5156,DDA,0,FWT,9000,2,,0,US,1
0,,902,235,,21000,4,,0,SWT,21000,5909,2726,2094,FX,5,FWT,21000,21,,5,US,1
0,,0,155,,1000,99,,0,ABA,1000,,6406,3957,FX,35,FWT,1000,15,,35,us,1
0,,0,141,,1766.7,4,,0,SWT,1766.7,1033,947,1033,DDA,48,SWF,226500,15,,48,ca,1
0,,0,140,,52145.32,4,,0,ABA,52145.32,,1574,2727,DDA,25,FWT,52145.32,52,,25,US,1
0,,0,126,,32000,99,,0,SWT,32000,1414,1333,82,DDA,45,FWT,32000,6,,45,US,1
1,,556,535,,20000,99,,0,SWT,20000,2547,2532,2527,DDA,-25,FWT,20000,8,,-25,US,1
0,,1885,,,145000,15,,0,BIC,145000,2301,2286,2161,FX,40,FWT,145000,,,40,PH,1
0,,0,120,,11613.83,99,,0,ABA,11613.83,2383,2368,2382,DDA,55,FWT,11613.83,43,,55,,1
0,,0,271,,1821.67,1,,0,ABA,1821.67,1413,4967,1412,FX,5,FWT,1821.67,30,,5,US,1
0,,871,111,41000,1100,3,1100,0,SWT,1100,5991,1527,1787,DDA,10,FWT,1100,44,,10,US,1
0,,1075,211,118055.56,60000,3,60000,0,ABA,60000,3098,537,1095,DDA,5,FWT,60000,0,,5,US,1
0,,359,168,,387193.58,4,,0,SWT,387193.58,,938,4622,FX,5,FWT,387193.58,41,,5,PH,1
1,,21,199,,571091.87,4,,0,ABA,571091.87,3728,3931,951,FX,-25,FWT,571091.87,11,,-25,,1
1,,871,622,2725884.58,2353,15,2353,0,ABA,2353,2754,1473,2458,DDA,5,FWT,2353,3,,-5,US,1
0,,1210,121,,50000,3,,0,ABA,50000,,7368,2808,DDA,35,FWT,50000,34,,35,US,1
0,,768,352,2000000,100000,3,100000,0,ABA,100000,2706,1707,1661,FX,15,FWT,100000,3,,5,US,1
0,,0,707,,4000,99,,0,ABA,4000,,5940,6330,DDA,35,FWT,4000,0,,35,US,1
0,,0,330,,10625,3,,0,ABA,10625,4713,1123,1646,DDA,55,FWT,10625,0,,55,US,1
0,,0,266,,11935.32,3,,0,ABA,11935.32,2338,388,2290,DDA,25,FWT,11935.32,224,,25,IL,1
0,,0,,,1000,4,,0,ABA,1000,,2538,3127,FX,-10,FWT,1000,33,,-10,US,1
0,,0,,,263766.47,99,,0,ABA,263766.47,934,934,933,FX,60,FWT,263766.47,580,,60,US,1
0,,192,57,,100957.54,99,,0,ABA,100957.54,4387,3213,1753,DDA,0,FWT,100957.54,25,,0,US,1
0,,1048,,,970,99,,0,ABA,970,1746,1737,1694,DDA,60,FWT,970,376,,60,,1
1,,200,41,,59000,99,,0,ABA,59000,6509,10,3617,FX,-25,FWT,59000,404,,-25,US,1
1,,31,38,,112688.9,99,,0,BIC,112688.9,5072,3425,1139,DDA,-25,FWT,112688.9,5,,-25,US,1
0,,0,47,,25556.31,4,,0,ABA,25556.31,2295,1272,2294,FX,70,FWT,25556.31,51,,70,US,1
0,,275,491,,105203.9,15,,0,ABA,105203.9,2266,2251,13,DDA,30,FWT,105203.9,69,,30,US,1
1,,140,,,500,1,,0,ABA,500,349,157,209,DDA,-5,FWT,500,6,,-5,US,1
0,,0,74,,10000,1,,0,ABA,10000,2362,2362,2329,DDA,55,FWT,10000,1,,55,us,1
0,,385,30,,1000,15,,0,SWT,1000,4720,2423,2783,DDA,30,FWT,1000,72,,30,US,1
0,,567,118,,60000,4,,0,ABA,60000,1654,1622,1651,DDA,30,FWT,60000,14,,30,US,1
0,,1132,222,,1108,3,,0,SWT,1108,,1041,4476,None,90,FWT,1108,2,,90,US,1
0,,0,73,,42898,1,,0,ABA,42898,2572,2557,2553,DDA,55,FWT,42898,17,,55,US,1
0,,0,22,,71204.85,99,,0,ABA,71204.85,3607,1474,2283,DDA,40,FWT,71204.85,386,,40,ca,1
0,,0,854,,22000,99,,0,SWT,22000,2489,1473,2488,DDA,50,FWT,22000,5,,50,US,1
0,639.95,184,323,,895.93,4,,0,BIC,255.98,,8026,4675,DDA,22,SWF,200,5,255.98,22,US,1
0,,1009,225,,1263,4,,0,ABA,1263,4878,4792,4792,DDA,-15,FWT,1263,12,,-15,US,1
0,,920,694,5923530.97,556598.95,99,556598.95,0,SWT,556598.95,6410,501,2316,FX,10,FWT,556598.95,20,,0,,1
0,,1532,592,,24021.92,15,,0,ABA,24021.92,4981,9,2560,DDA,35,FWT,24021.92,18,,35,US,1
1,,963,309,,115000,4,,0,ABA,115000,,1552,1296,,25,FWT,115000,18,,25,US,1
0,,1645,69,,78400,1,,0,ABA,78400,,23,2862,DDA,5,FWT,78400,17,,5,US,1
0,,391,60,,7428.4,4,,0,BIC,7428.4,6145,1518,1483,DDA,25,SWF,7428.4,,,25,US,1
0,,0,69,,2516,3,,0,ABA,2516,2391,373,767,FX,40,FWT,2516,1,,40,us,1
0,,636,291,,750,1,,0,ABA,750,,2009,5074,DDA,15,FWT,750,63,,15,US,1
0,,0,30,,3000,1,,0,ABA,3000,2721,548,336,FX,55,FWT,3000,35,,55,US,1
0,,0,104,,10789.01,99,,0,ABA,10789.01,2834,420,2754,DDA,40,FWT,10789.01,20,,40,US,1
0,,732,378,,15610.7,1,,0,ABA,15610.7,5447,688,3480,FX,5,FWT,15610.7,39,,5,CA,1
1,,290,33,,11550.97,99,,0,ABA,11550.97,3893,57,,DDA,-25,FWT,11550.97,439,,-25,VE,1
0,,0,207,,54560.6,3,,0,ABA,54560.6,4093,63,2871,DDA,25,FWT,54560.6,81,,25,US,1
1,,28,169,,71158.21,99,,0,ABA,71158.21,6183,481,4710,DDA,-25,FWT,71158.21,29,,-25,US,1
1,,827,,,150000,99,,0,ABA,150000,1080,1080,792,DDA,-35,FWT,150000,,,-35,US,1
1,,629,262,,50000,4,,0,ABA,50000,3255,2179,2363,DDA,-15,FWT,50000,4,,-25,US,1
0,,0,92,,1655.68,99,,0,ABA,1655.68,2498,474,2447,FX,35,FWT,1655.68,198,,35,CA,1
0,,260,806,,15000,4,,0,SWT,15000,2468,2468,2291,DDA,210,FWT,15000,9,,110,GR,1
1,,753,184,68000,1000,3,1000,0,SWT,1000,,5151,1532,FX,5,FWT,1000,4,,5,US,1
0,,578,353,,23000,1,,0,ABA,23000,6187,402,2685,FX,0,FWT,23000,5,,0,US,1
0,,91,937,,13534.35,3,,0,ABA,13534.35,,5024,3537,DDA,10,FWT,13534.35,10,,0,us,1
0,,777,97,6000,5000,99,5000,0,SWT,5000,756,2346,755,FX,20,FWT,5000,3,,20,US,1
0,,0,,,723522.24,99,,0,ABA,723522.24,4942,4804,1044,DDA,80,FWT,723522.24,17,,70,US,1
0,,0,18,,1000,4,,0,ABA,1000,,655,194,FX,30,FWT,1000,302,,20,ca,1
0,,0,36,,34360,4,,0,SWT,34360,2511,2496,,FX,25,FWT,34360,169,,25,IL,1
0,,1600,93,,5000,99,,0,SWT,5000,3915,3914,2360,DDA,50,SWF,5000,46,,50,US,1
0,,787,345,1162,1162,3,1162,0,SWT,1162,3376,3337,3342,DDA,0,FWT,1162,34,,0,us,1
0,,161,675,,15000,1,,0,SWT,15000,,424,2956,DDA,0,FWT,15000,23,,0,US,1
0,,0,,,1400,4,,0,ABA,1400,148,115,128,DDA,-10,FWT,1400,,,-10,US,1
0,,80,,,4214.32,99,,0,SWT,4214.32,,3624,,DDA,-25,FWT,4214.32,80,,-25,US,1
1,,923,238,4066582.06,100000,3,100000,0,ABA,100000,3016,2143,3004,DDA,-5,FWT,100000,10,,-15,US,1
1,,672,150,,45000,99,,0,SWT,45000,777,843,715,FX,-25,FWT,45000,0,,-25,us,1
1,,1292,5438,,6074.97,15,,0,ABA,6074.97,5179,1204,1376,FX,-25,FWT,6074.97,2,,-35,US,1
0,,0,,,10357.62,99,,0,ABA,10357.62,745,600,744,DDA,60,FWT,10357.62,3,,60,us,1
1,,451,321,,7000,3,,0,ABA,7000,3053,11,408,,15,FWT,7000,3,,15,US,1
0,,0,835,,20970,1,,0,ABA,20970,2512,2406,962,DDA,50,FWT,20970,0,,50,US,1
0,,11,,,7500,99,,0,SWT,7500,332,271,272,DDA,70,FWT,7500,13,,60,IL,1
0,,0,87,,20000,4,,0,ABA,20000,,3480,,DDA,70,FWT,20000,9,,70,US,1
0,,0,407,,1179.63,3,,0,SWT,1179.63,2382,2458,1917,DDA,110,SWF,900,6,,110,us,1
1,,980,20,,9095,99,,0,BIC,9095,2273,1075,799,DDA,-25,FWT,9095,16,,-25,US,1
1,,1610,143,,150000,15,,0,ABA,150000,4366,765,4366,DDA,25,FWT,150000,39,,25,US,1
0,,810,132,,99011.41,4,,0,SWT,99011.41,3997,1787,2923,FX,75,FWT,99011.41,49,,65,US,1
0,,0,,,9011.09,99,,0,ABA,9011.09,732,344,,DDA,10,FWT,9011.09,,,10,us,1
0,,114,,,5500,1,,0,SWT,5500,2057,430,112,DDA,30,FWT,5500,79,,30,US,1
1,,184,,,8000,99,,0,ABA,8000,2095,324,2067,FX,-35,FWT,8000,8,,-35,US,1
0,,0,211,,5000,15,,0,ABA,5000,2515,491,1146,DDA,40,FWT,5000,3,,40,US,1
0,,0,1727,,14000,4,,0,SWT,14000,3642,1488,5921,DDA,63,FWT,14000,2,,63,IL,1
0,,0,226,,1114.32,1,,0,ABA,1114.32,406,4463,406,DDA,35,FWT,1114.32,51,,35,US,1
0,,0,173,,1806.76,99,,0,SWT,1806.76,5229,5164,4345,DDA,0,FWT,1806.76,28,,0,US,1
0,,1032,406,,7500,15,,0,SWT,7500,2217,1507,2217,DDA,40,FWT,7500,0,,30,ET,1
0,,0,132,,57392.76,1,,0,ABA,57392.76,3027,556,1773,FX,25,FWT,57392.76,2,,25,US,1
0,,0,242,,9941,99,,0,ABA,9941,,5119,2143,DDA,55,FWT,9941,0,,55,CA,1
0,,0,,,1980,4,,0,SWT,1980,6007,3782,1368,DDA,45,FWT,1980,,,45,,1
0,,0,452,,257669.42,15,,0,SWT,257669.42,3919,5501,3918,FX,20,FWT,257669.42,12,,20,US,1
0,,0,,,14536.98,3,,0,ABA,14536.98,6296,1636,1099,DDA,40,FWT,14536.98,0,,40,US,1
0,,319,202,,30000,1,,0,SWT,30000,,2613,5084,DDA,35,FWT,30000,106,,35,US,1
0,,0,,,5900,1,,0,ABA,5900,1498,703,1454,FX,50,FWT,5900,104,,50,us,1
0,,2106,128,,2312,99,,0,SWT,2312,,7929,,DDA,43,SWF,2000,3,,33,us,1
0,,0,215,,19909.66,1,,0,ABA,19909.66,775,725,765,FX,55,FWT,19909.66,8,,55,US,1
0,,1581,393,,850,4,,0,SWT,850,5466,1883,3169,DDA,15,FWT,850,2,,15,US,1
0,,0,349,,5537.89,1,,0,SWT,5537.89,3465,3329,910,DDA,90,FWT,5537.89,1,,90,US,1
0,,0,97,,5000,99,,0,ABA,5000,6117,1144,5528,,15,FWT,5000,15,,15,US,1
0,,688,14,3500,5000,15,5000,0,SWT,5000,,5876,,DDA,10,FWT,5000,5,,10,US,1
0,,647,452,,10000,3,,0,SWT,10000,2435,2420,2421,DDA,35,FWT,10000,25,,35,US,1
0,,0,83,,60017.27,99,,0,SWT,60017.27,3290,1864,289,DDA,100,FWT,60017.27,5,,100,US,1
0,,1293,150,,3000,15,,0,SWT,3000,2579,1010,2578,FX,15,FWT,3000,244,,15,US,1
0,,0,176,,15000,99,,0,ABA,15000,6544,941,3036,FX,55,FWT,15000,96,,55,ET,1
0,,918,419,,3080,3,,0,ABA,3080,2525,2237,2305,DDA,15,FWT,3080,124,,15,US,1
0,,594,83,,3000,99,,0,SWT,3000,2418,2403,1408,DDA,20,FWT,3000,260,,20,US,1
0,,0,65,,31300,15,,0,ABA,31300,4397,276,1052,FX,55,FWT,31300,8,,55,US,1
0,,34,295,,40000,15,,0,ABA,40000,,26,438,DDA,30,FWT,40000,17,,30,ca,1
0,,0,,,56027.91,1,,0,ABA,56027.91,2320,2277,,FX,10,FWT,56027.91,,,10,IL,1
0,,0,,,1648.14,1,,0,SWT,1648.14,4406,4404,927,DDA,55,SWF,1424,44,,55,US,1
0,,888,229,5500,2500,4,2500,0,SWT,2500,,4835,889,,20,FWT,2500,213,,20,PH,1
0,,294,27,,50000,15,,0,SWT,50000,354,311,354,DDA,35,FWT,50000,14,,35,US,1
0,,810,307,,20000,99,,0,ABA,20000,3985,3984,3983,DDA,35,FWT,20000,34,,35,CA,1
0,,0,160,,1500,3,,0,ABA,1500,2440,498,1386,DDA,30,FWT,1500,299,,30,ca,1
0,,10,21,,1000,99,,0,ABA,1000,,10825,4452,DDA,5,FWT,1000,0,,5,US,1
0,,658,79,,15000,15,,0,SWT,15000,6431,2459,4895,DDA,50,FWT,15000,413,,50,US,1
0,,0,,,9319.2,99,,0,ABA,9319.2,1318,1237,1309,DDA,30,FWT,9319.2,84,,30,US,1
0,,1603,299,,8500000,3,,0,ABA,8500000,3886,3489,3886,DDA,40,FWT,8500000,20,,30,US,1
0,,440,,,45000,99,,0,ABA,45000,1664,219,688,FX,20,FWT,45000,,,10,us,1
0,,1120,49,130474.59,1639,15,1639,0,SWT,1639,5855,2198,2350,DDA,10,FWT,1639,204,,10,GR,1
0,,476,132,,6130.89,3,,0,SWT,6130.89,,710,1615,DDA,25,SWF,8700,8,,25,US,1
0,,0,417,,25934.16,15,,0,SWT,25934.16,,5992,1660,FX,55,FWT,25934.16,0,,55,US,1
0,,685,232,,60000,99,,0,SWT,60000,965,129,211,DDA,55,FWT,60000,20,,55,VE,1
1,,40,259,,5100,99,,0,ABA,5100,1346,77,1342,DDA,-35,FWT,5100,,,-35,us,1
0,,0,120,,134848.22,15,,0,ABA,134848.22,5451,5449,3312,DDA,25,FWT,134848.22,8,,25,IL,1
0,,898,768,,275664.54,99,,0,ABA,275664.54,,347,602,DDA,30,FWT,275664.54,1,,30,US,1
0,,0,34,,30000,1,,0,ABA,30000,,2605,2255,DDA,70,FWT,30000,3,,70,GR,1
0,,0,375,,16100,99,,0,ABA,16100,2267,1713,2257,FX,20,FWT,16100,4,,20,US,1
0,,0,,,294984.4,99,,0,ABA,294984.4,108,95,107,DDA,20,FWT,294984.4,,,10,US,1
0,,453,612,,767892.76,99,,0,ABA,767892.76,5928,13563,4563,DDA,0,FWT,767892.76,5,,0,US,1
0,,0,48,,7500,99,,0,ABA,7500,2612,1525,162,FX,25,FWT,7500,0,,25,US,1
0,,1796,381,,436085.6,4,,0,BIC,436085.6,5493,52,2251,DDA,0,FWT,436085.6,198,,0,CA,1
0,,169,266,10600,9900,1,9900,0,BIC,9900,651,296,641,FX,-10,FWT,9900,0,,-10,us,1
1,,217,,,320000,99,,0,ABA,320000,6144,3360,3274,,-35,FWT,320000,7,,-35,US,1
0,,198,558,,6035.87,1,,0,ABA,6035.87,,3079,,FX,-10,FWT,6035.87,55,,-10,US,1
1,,123,639,,15000,4,,0,SWT,15000,,4079,7635,DDA,-25,FWT,15000,30,,-25,US,1
0,,1547,550,,135410,99,,0,ABA,135410,,2827,1637,FX,0,FWT,135410,5,,0,Gr,1
1,,306,156,,35000,4,,0,ABA,35000,6359,5016,1929,FX,-25,FWT,35000,17,,-25,US,1
0,,556,397,,354549,99,,0,ABA,354549,,5202,5672,FX,30,FWT,354549,8,,30,US,1
0,,0,38,,20809.8,3,,0,SWT,20809.8,2502,2487,1848,FX,170,SWF,18000,46,,70,US,1
0,214281.3,908,540,438907.2,258731.3,99,258731.3,0,ABA,44450,2489,556,2271,None,-35,FWT,44450,1,44450,-45,US,1
0,,654,324,,2500,99,,0,SWT,2500,2744,2003,1830,DDA,15,FWT,2500,2,,15,US,1
0,,670,165,,3562.34,15,,0,SWT,3562.34,2371,2312,1831,DDA,30,SWF,3150,32,,20,us,1
0,,0,359,,36000,4,,0,ABA,36000,4723,918,,FX,55,FWT,36000,19,,55,us,1
0,77000,763,800,4.87E+07,137000,99,137000,0,ABA,77000,6120,5617,1176,FX,-63,FWT,77000,0,50000,-63,US,1
0,,0,29,,7035,99,,0,ABA,7035,260,171,260,FX,60,FWT,7035,5,,60,US,1
0,,102,236,,3020.03,1,,0,ABA,3020.03,2635,1605,2629,DDA,-15,FWT,3020.03,139,,-15,US,1
1,,751,280,,17000,99,,0,ABA,17000,2294,2279,815,FX,25,FWT,17000,152,,25,US,1
0,,0,267,,66500,99,,0,ABA,66500,606,137,590,,55,FWT,66500,139,,55,ca,1
0,,0,206,,360,4,,0,SWT,360,1898,1894,1898,DDA,68,FWT,360,45,,58,,1
1,,612,520,,7800,4,,0,ABA,7800,2403,1007,970,DDA,-25,FWT,7800,2,,-25,ca,1
0,,12,,,10000,99,,0,SWT,10000,4925,176,2457,FX,60,FWT,10000,3,,60,,1
0,,0,216,,175016.48,1,,0,ABA,175016.48,,399,2847,FX,60,FWT,175016.48,13,,50,US,1
0,,591,42,,20000,99,,0,ABA,20000,1633,1330,1633,DDA,10,FWT,20000,35,,0,us,1
0,,0,,,120000,4,,0,ABA,120000,126,40,125,DDA,40,FWT,120000,,,40,US,1
0,,0,120,,140000,3,,0,ABA,140000,254,187,251,DDA,25,FWT,140000,2,,25,US,1
0,,0,,,76813.31,99,,0,ABA,76813.31,1703,1545,554,DDA,60,FWT,76813.31,,,60,CA,1
0,,0,495,,13962.4,15,,0,ABA,13962.4,2281,2045,2264,,55,FWT,13962.4,1,,55,US,1
0,,230,214,,1918.11,99,,0,SWT,1918.11,230,8942,230,FX,28,SWF,1700,69,,28,US,1
0,10000,806,777,,15000,3,,0,SWT,10000,,8184,2809,FX,32,FWT,10000,5,5000,32,US,1
1,,70,,,30000,99,,0,ABA,30000,423,423,423,DDA,-35,FWT,30000,,,-35,US,1
1,,448,114,,10050,3,,0,SWT,10050,,124,293,DDA,-25,FWT,10050,0,,-25,US,1
0,,0,,,1400,4,,0,ABA,1400,239,228,239,FX,20,FWT,1400,0,,20,us,1
0,,0,120,,500,4,,0,ABA,500,2460,1346,2395,DDA,50,FWT,500,32,,50,US,1
0,,25,48,,4695.39,4,,0,ABA,4695.39,304,262,180,DDA,-10,FWT,4695.39,285,,-10,TW,1
1,,400,,,22000,4,,0,ABA,22000,4368,5303,2311,None,25,FWT,22000,108,,15,US,1
0,,0,152,,17000,4,,0,ABA,17000,5068,5052,2467,DDA,25,FWT,17000,11,,25,US,1
0,,1952,,,142661.63,4,,0,ABA,142661.63,2671,1318,2670,DDA,10,FWT,142661.63,221,,10,US,1
0,,623,129,,418.46,1,,0,SWT,418.46,,961,1975,DDA,20,SWF,360,49,,20,US,1
0,,1827,30,,250000,3,,0,ABA,250000,6518,5011,1229,DDA,150,FWT,250000,1,,50,us,1
1,,722,312,,15000,99,,0,SWT,15000,,660,6526,DDA,-5,FWT,15000,15,,-5,CA,1
0,,0,,,4220,4,,0,ABA,4220,1515,1393,1515,DDA,45,FWT,4220,6,,45,US,1
0,,18,,,1020,99,,0,ABA,1020,109,50,109,DDA,0,FWT,1020,,,0,US,1
0,,0,352,,11636.2,15,,0,ABA,11636.2,2424,208,2416,,25,FWT,11636.2,115,,25,us,1
0,,1970,141,,10527,1,,0,ABA,10527,3333,887,2943,DDA,30,FWT,10527,49,,30,US,1
0,,0,867,,2984,99,,0,ABA,2984,3053,2686,3051,,45,FWT,2984,0,,35,US,1
1,,20,287,,40000,99,,0,ABA,40000,2611,2537,30,DDA,-25,FWT,40000,7,,-25,US,1
0,,0,,,3659.81,3,,0,SWT,3659.81,5810,4940,3559,DDA,50,FWT,3659.81,105,,40,US,1
0,,0,253,,20000,99,,0,ABA,20000,6671,8859,1627,FX,50,FWT,20000,33,,50,US,1
0,,398,73,,2050,15,,0,SWT,2050,,4557,1508,DDA,115,FWT,2050,3,,115,US,1
0,,0,293,,26645,15,,0,ABA,26645,,467,6606,,55,FWT,26645,1,,55,US,1
